osm_id,code,fclass,name,centroid_x,centroid_y,AirQuality
466349762,5122,residential,Strada Heinrich Heine,23.554,46.767,1
466349763,5122,residential,Strada Heinrich Heine,23.553,46.767,1
466362836,5115,tertiary,Strada Ialomi?ei,23.619,46.781,3
466362837,5141,service,,23.619,46.781,2
466362838,5122,residential,Strada Teleorman,23.619,46.781,1
466362839,5122,residential,Strada Teleorman,23.618,46.782,1
466362840,5113,primary,Strada Aurel Vlaicu,23.617,46.779,4
466363225,5122,residential,Strada Morarilor,23.553,46.782,1
466363226,5122,residential,Strada Morarilor,23.55,46.781,1
466364147,5141,service,Strada Macului,23.56,46.769,2
466364152,5122,residential,Strada Isaac Newton,23.557,46.769,1
466364156,5122,residential,Strada Isaac Newton,23.556,46.768,1
466364160,5122,residential,Strada ?tefan Mora,23.556,46.771,1
466364621,5113,primary,Calea Baciului,23.545,46.785,4
466364622,5113,primary,Strada Transilvaniei / Calea Baciului,23.547,46.785,4
466365310,5141,service,,23.555,46.767,2
466365311,5141,service,,23.555,46.767,2
466365312,5141,service,,23.555,46.768,2
466365921,5141,service,,23.56,46.763,2
466365922,5141,service,,23.56,46.763,2
466367481,5113,primary,Calea Baciului,23.542,46.784,4
466367482,5113,primary,Calea Baciului,23.54,46.784,4
466367483,5122,residential,Strada Triajului,23.541,46.784,1
466367484,5122,residential,Strada Triajului,23.541,46.783,1
466369488,5122,residential,Strada Prieteniei,23.672,46.782,1
466369541,5122,residential,Strada Kelemen Lajos,23.596,46.747,1
466372915,5122,residential,Strada St?nescu Popa,23.56,46.785,1
466373480,5122,residential,Strada Nicolae Pascaly,23.619,46.77,1
466373483,5122,residential,Strada Nicolae Pascaly,23.619,46.77,1
466374391,5153,footway,,23.61,46.778,1
466374392,5141,service,,23.61,46.781,2
466374393,5122,residential,Strada Lacul Ro?u,23.611,46.781,1
466374394,5122,residential,Aleea Bârsei,23.61,46.778,1
466374396,5141,service,,23.609,46.778,2
466374398,5113,primary,Bulevardul 21 Decembrie 1989,23.612,46.778,4
466374399,5113,primary,Bulevardul 21 Decembrie 1989,23.612,46.778,4
466376028,5122,residential,Strada Uliului,23.552,46.772,1
466376780,5122,residential,Strada Ion Mincu,23.592,46.762,1
466376781,5122,residential,Strada Bisericii Ortodoxe,23.591,46.763,1
466378551,5122,residential,Strada Tiberiu Brediceanu,23.567,46.781,1
466378938,5124,pedestrian,Strada Hermann Oberth,23.594,46.768,1
466381342,5122,residential,,23.622,46.781,1
466381343,5141,service,Strada Dâmbovi?ei,23.625,46.781,2
466381344,5141,service,Strada Dâmbovi?ei,23.625,46.781,2
466381345,5141,service,Strada Dâmbovi?ei,23.625,46.781,2
466381346,5141,service,Strada Dâmbovi?ei,23.623,46.781,2
466381347,5141,service,Strada Dâmbovi?ei,23.621,46.78,2
466381348,5122,residential,Strada Slatina,23.622,46.779,1
466381349,5122,residential,Strada Cri?ului,23.622,46.778,1
466381350,5122,residential,Strada Slatina,23.625,46.78,1
466381732,5122,residential,Strada Plaiuri,23.603,46.756,1
466382353,5122,residential,Strada Ion Ionescu de la Brad,23.656,46.791,1
466382620,5115,tertiary,Strada Trifoiului,23.607,46.755,3
466385672,5122,residential,Strada Tulcea,23.637,46.777,1
466385713,5122,residential,Strada Wolfgang Amadeus Mozart,23.596,46.752,1
466385794,5122,residential,Strada Vântului,23.562,46.777,1
466386243,5114,secondary,Strada T?ietura Turcului,23.562,46.779,3
466386244,5114,secondary,Strada T?ietura Turcului,23.561,46.78,3
466386245,5114,secondary,Strada T?ietura Turcului,23.562,46.78,3
466386428,5122,residential,Strada Aiudului,23.648,46.781,1
466389968,5141,service,,23.622,46.773,2
466389969,5141,service,,23.622,46.774,2
466389970,5122,residential,Strada Alexandru Vaida Voevod,23.621,46.774,1
466389971,5114,secondary,,23.624,46.772,3
466389972,5114,secondary,,23.624,46.772,3
466389973,5114,secondary,,23.624,46.772,3
466389974,5114,secondary,,23.624,46.772,3
466389975,5114,secondary,,23.624,46.772,3
466389976,5141,service,,23.625,46.772,2
466390137,5122,residential,Strada Dobrogei,23.654,46.784,1
466391752,5124,pedestrian,Strada Bólyai János,23.592,46.77,1
466392944,5122,residential,Strada Costache Negruzzi,23.575,46.775,1
466393442,5141,service,Acces Facultatea de Geografie,23.58,46.764,2
466393639,5122,residential,Strada C?l?ra?ilor,23.58,46.776,1
466394354,5141,service,,23.553,46.76,2
466395275,5122,residential,Strada Virgil Fulicea,23.586,46.77,1
466395276,5122,residential,Strada Octavian Petrovici,23.587,46.772,1
466395277,5122,residential,Strada Octavian Petrovici,23.587,46.772,1
466395278,5122,residential,Strada Octavian Petrovici,23.588,46.773,1
466395760,5122,residential,Strada Firiza,23.56,46.761,1
466396281,5115,tertiary,Strada Decebal,23.594,46.785,3
466396285,5115,tertiary,Strada Decebal,23.591,46.783,3
466396288,5115,tertiary,Strada Decebal,23.59,46.782,3
466396292,5115,tertiary,Strada Decebal,23.59,46.782,3
466396295,5115,tertiary,Strada Decebal,23.591,46.783,3
466396298,5122,residential,Strada Caracal,23.59,46.782,1
466396826,5141,service,,23.544,46.753,2
466396827,5141,service,,23.544,46.753,2
466396828,5141,service,,23.545,46.755,2
466396829,5141,service,,23.545,46.754,2
466396830,5141,service,,23.545,46.754,2
466396831,5141,service,,23.544,46.754,2
466396832,5141,service,Aleea Gârb?u,23.546,46.753,2
466396836,5141,service,Aleea Gârb?u,23.545,46.753,2
466396837,5141,service,Aleea Gârb?u,23.544,46.753,2
466396838,5122,residential,Aleea Cl?bucet,23.545,46.752,1
466396840,5122,residential,Aleea Cl?bucet,23.547,46.752,1
466396841,5122,residential,Aleea Cl?bucet,23.546,46.752,1
466396842,5122,residential,Aleea Cl?bucet,23.546,46.751,1
466396843,5122,residential,Aleea Cl?bucet,23.547,46.752,1
466396887,5122,residential,Strada Haiducului,23.593,46.781,1
466397586,5122,residential,Aleea Cl?bucet,23.546,46.751,1
466398094,5122,residential,Strada Ia?ilor,23.593,46.777,1
466399311,5122,residential,Strada Anina,23.618,46.784,1
466401247,5122,residential,Strada Jupiter,23.596,46.755,1
466401250,5141,service,Strada N?vodari,23.604,46.774,2
466401251,5122,residential,Strada N?vodari,23.605,46.773,1
466403921,5122,residential,Aleea Padin,23.549,46.757,1
466403922,5122,residential,Aleea Padin,23.55,46.757,1
466403923,5122,residential,Aleea Padin,23.55,46.757,1
466403924,5122,residential,Aleea Padin,23.551,46.758,1
466403925,5122,residential,Aleea Peana,23.553,46.756,1
466403926,5122,residential,Aleea Peana,23.551,46.755,1
466403927,5122,residential,Aleea Peana,23.554,46.756,1
466408021,5122,residential,Aleea Micu?,23.556,46.759,1
466408025,5122,residential,Strada Ion Me?ter,23.557,46.757,1
466410196,5122,residential,Strada Mircea Eliade,23.584,46.751,1
466410197,5122,residential,Strada Mircea Eliade,23.584,46.751,1
466410198,5122,residential,Strada Mircea Eliade,23.584,46.751,1
466410199,5122,residential,Strada Lunii,23.584,46.753,1
466410200,5122,residential,Strada Lunii,23.584,46.754,1
466410201,5122,residential,Strada P?durii,23.585,46.753,1
466410202,5122,residential,Strada P?durii,23.587,46.754,1
466410203,5141,service,,23.584,46.751,2
466410252,5122,residential,Aleea Bâlea,23.563,46.75,1
466582897,5122,residential,Strada Louis Pasteur,23.576,46.755,1
466582898,5122,residential,Strada Louis Pasteur,23.575,46.755,1
466582899,5122,residential,Strada Louis Pasteur,23.575,46.755,1
466582900,5122,residential,Strada Louis Pasteur,23.575,46.755,1
466584476,5141,service,,23.581,46.752,2
466584477,5155,steps,,23.58,46.752,1
466584478,5141,service,,23.581,46.752,2
466591052,5122,residential,Strada Govora,23.567,46.758,1
466595588,5122,residential,Strada Sighi?oarei,23.578,46.759,1
466595589,5122,residential,Strada Curcubeului,23.579,46.758,1
466595590,5122,residential,Strada Zorilor,23.579,46.758,1
466596356,5141,service,,23.562,46.758,2
466596358,5141,service,,23.565,46.76,2
466596359,5141,service,,23.566,46.76,2
466597022,5122,residential,Strada Anghel Saligny,23.609,46.777,1
466597023,5122,residential,Strada Anghel Saligny,23.61,46.775,1
466597024,5122,residential,Strada Anghel Saligny,23.61,46.775,1
466597530,5122,residential,Strada Remetea,23.575,46.762,1
466600350,5141,service,,23.605,46.78,2
466600351,5141,service,,23.608,46.777,2
466600352,5141,service,,23.608,46.777,2
466600353,5141,service,,23.607,46.779,2
466600354,5141,service,,23.607,46.779,2
466602472,5153,footway,,23.629,46.778,1
466602473,5141,service,,23.628,46.778,2
466602474,5141,service,,23.628,46.78,2
466611271,5141,service,,23.629,46.777,2
466611272,5141,service,,23.629,46.777,2
466611273,5122,residential,Strada Gala?i,23.63,46.776,1
466611274,5122,residential,Strada Gala?i,23.628,46.776,1
466613945,5141,service,,23.629,46.772,2
466625705,5141,service,Strada Tulcea,23.633,46.776,2
466625706,5153,footway,,23.636,46.777,1
466625707,5141,service,,23.636,46.777,2
466625708,5141,service,,23.635,46.777,2
466625709,5141,service,,23.635,46.776,2
466625712,5153,footway,,23.635,46.776,1
466625714,5141,service,,23.635,46.777,2
466625716,5141,service,,23.635,46.777,2
466625718,5141,service,,23.634,46.777,2
466625719,5141,service,,23.634,46.776,2
466625720,5141,service,,23.634,46.777,2
466625721,5141,service,,23.634,46.777,2
466625722,5141,service,,23.634,46.776,2
466625723,5141,service,,23.634,46.777,2
466762775,5141,service,,23.609,46.778,2
467938582,5122,residential,Strada T??nad,23.548,46.76,1
467938808,5153,footway,,23.549,46.761,1
467939265,5153,footway,,23.55,46.76,1
468471390,5153,footway,,23.564,46.772,1
468471391,5153,footway,,23.564,46.771,1
468471392,5153,footway,,23.563,46.772,1
468471397,5153,footway,,23.563,46.772,1
469265083,5124,pedestrian,,23.588,46.772,1
469365110,5153,footway,,23.636,46.782,1
469365114,5153,footway,,23.617,46.785,1
469365115,5153,footway,,23.617,46.785,1
469365116,5154,path,,23.616,46.785,1
469365117,5153,footway,,23.628,46.784,1
469404127,5122,residential,Strada Augustin Presecan,23.599,46.755,1
469426821,5153,footway,,23.58,46.764,1
469426826,5153,footway,,23.58,46.764,1
469426828,5153,footway,,23.58,46.764,1
469498738,5122,residential,Strada Dejului,23.628,46.784,1
469498742,5153,footway,,23.629,46.784,1
469498744,5153,footway,,23.63,46.784,1
469505229,5153,footway,,23.627,46.783,1
469505230,5153,footway,,23.627,46.783,1
469505231,5153,footway,,23.627,46.784,1
469505233,5153,footway,,23.627,46.784,1
469505234,5153,footway,,23.627,46.784,1
469505235,5153,footway,,23.628,46.783,1
469505237,5153,footway,,23.629,46.784,1
469505238,5153,footway,,23.628,46.784,1
469505240,5153,footway,,23.629,46.784,1
469505248,5153,footway,,23.634,46.782,1
469505250,5153,footway,,23.635,46.782,1
469505251,5153,footway,,23.635,46.782,1
469516106,5153,footway,,23.628,46.784,1
469516108,5153,footway,,23.628,46.784,1
469516110,5153,footway,,23.628,46.784,1
469516111,5153,footway,,23.628,46.784,1
469516113,5141,service,Strada Dejului,23.628,46.784,2
469783300,5153,footway,,23.624,46.784,1
469783301,5153,footway,,23.625,46.784,1
469783302,5153,footway,,23.625,46.784,1
469783303,5153,footway,,23.625,46.784,1
469784570,5153,footway,,23.621,46.784,1
469784571,5153,footway,,23.62,46.784,1
469784572,5153,footway,,23.62,46.783,1
469784573,5153,footway,,23.62,46.783,1
469784574,5153,footway,,23.619,46.783,1
469784575,5153,footway,,23.621,46.784,1
469905184,5113,primary,Calea Doroban?ilor,23.616,46.777,4
469905186,5113,primary,Calea Doroban?ilor,23.617,46.777,4
469905187,5113,primary,Strada Teodor Mihali,23.62,46.778,4
475581517,5141,service,Calea Doroban?ilor,23.613,46.776,2
475581518,5141,service,Acces sp?l?torie auto,23.612,46.776,2
475581522,5141,service,,23.612,46.775,2
475581523,5141,service,,23.612,46.775,2
475581524,5141,service,,23.611,46.775,2
475581526,5141,service,,23.611,46.775,2
475581527,5141,service,,23.612,46.775,2
475581528,5141,service,,23.61,46.774,2
475581529,5153,footway,,23.612,46.774,1
475581530,5153,footway,,23.611,46.774,1
475581531,5153,footway,,23.612,46.774,1
476099466,5122,residential,Strada Eugen Ionesco,23.585,46.746,1
476099467,5142,track,,23.587,46.747,1
476099468,5142,track,,23.589,46.748,1
476099469,5142,track,,23.585,46.749,1
476099471,5141,service,,23.592,46.746,2
477349382,5153,footway,,23.635,46.771,1
477349383,5141,service,,23.636,46.771,2
477349384,5153,footway,,23.632,46.77,1
478217665,5122,residential,Strada Mircea Eliade,23.59,46.752,1
478218019,5142,track,,23.59,46.751,1
478218020,5142,track,,23.589,46.751,1
478218096,5142,track,,23.589,46.751,1
478218161,5153,footway,,23.589,46.751,1
478220614,5141,service,,23.585,46.752,2
478220885,5122,residential,Strada Mikó Imre,23.589,46.749,1
478478073,5141,service,,23.692,46.781,2
478478074,5141,service,,23.693,46.781,2
478478075,5141,service,,23.693,46.781,2
478478076,5141,service,,23.693,46.782,2
478478077,5141,service,,23.693,46.781,2
478478078,5141,service,,23.692,46.781,2
478610246,5155,steps,,23.581,46.772,1
478898753,5141,service,,23.651,46.743,2
478898766,5141,service,,23.654,46.742,2
478898767,5141,service,,23.655,46.741,2
478898768,5141,service,,23.658,46.74,2
478898792,5146,track_grade4,,23.618,46.737,1
478898793,5146,track_grade4,,23.624,46.732,1
478898794,5146,track_grade4,,23.626,46.733,1
478898795,5146,track_grade4,,23.624,46.734,1
479011811,5122,residential,,23.578,46.754,1
479011812,5141,service,Strada Gheorghe Dima,23.577,46.753,2
479011813,5141,service,Strada Gheorghe Dima,23.576,46.754,2
479011814,5141,service,Strada Gheorghe Dima,23.576,46.754,2
479011815,5153,footway,,23.577,46.754,1
479011816,5153,footway,,23.578,46.753,1
479011817,5153,footway,,23.578,46.753,1
479011818,5153,footway,,23.576,46.754,1
479011819,5155,steps,,23.576,46.754,1
479011820,5155,steps,,23.576,46.754,1
479011821,5155,steps,,23.576,46.754,1
479011822,5122,residential,,23.577,46.754,1
479011823,5122,residential,,23.577,46.755,1
479011824,5155,steps,,23.577,46.755,1
479011825,5153,footway,,23.577,46.755,1
479011826,5153,footway,,23.577,46.755,1
479011827,5153,footway,,23.577,46.755,1
479011828,5153,footway,,23.577,46.755,1
479011829,5153,footway,,23.577,46.755,1
479011830,5153,footway,,23.577,46.755,1
479012109,5141,service,,23.577,46.754,2
479012760,5153,footway,,23.578,46.754,1
479012966,5153,footway,,23.578,46.755,1
479012967,5155,steps,,23.578,46.755,1
479013211,5155,steps,,23.585,46.757,1
479013212,5155,steps,,23.585,46.756,1
479290436,5141,service,Strada Energobit,23.561,46.78,2
479480555,5155,steps,,23.543,46.756,1
479480556,5153,footway,,23.544,46.756,1
479480557,5154,path,,23.544,46.756,1
479480558,5153,footway,,23.545,46.757,1
479481716,5155,steps,,23.545,46.758,1
479481717,5155,steps,,23.546,46.757,1
479481718,5153,footway,,23.545,46.758,1
479481719,5155,steps,,23.546,46.757,1
479481720,5153,footway,,23.546,46.757,1
479481721,5153,footway,,23.545,46.758,1
479481722,5153,footway,,23.546,46.758,1
479481723,5153,footway,,23.544,46.758,1
479481724,5153,footway,,23.545,46.757,1
479481725,5153,footway,,23.547,46.758,1
479483631,5153,footway,,23.551,46.759,1
479483632,5153,footway,,23.551,46.758,1
479483633,5153,footway,,23.552,46.759,1
479483634,5155,steps,,23.552,46.759,1
479483635,5155,steps,,23.551,46.759,1
479483636,5153,footway,,23.552,46.759,1
479483637,5153,footway,,23.551,46.759,1
479483638,5153,footway,,23.548,46.758,1
479483639,5153,footway,,23.557,46.76,1
480165428,5133,primary_link,,23.619,46.779,4
480165430,5133,primary_link,,23.62,46.779,4
480168264,5133,primary_link,,23.619,46.779,4
480168267,5133,primary_link,,23.619,46.779,4
480168270,5133,primary_link,,23.62,46.779,4
480168273,5133,primary_link,,23.621,46.78,4
480982823,5141,service,,23.66,46.777,2
481448787,5122,residential,Strada Frunzi?ului,23.574,46.749,1
481449905,5114,secondary,Strada Frunzi?ului,23.57,46.752,3
481449906,5141,service,,23.573,46.75,2
481449907,5141,service,,23.572,46.75,2
481454813,5141,service,,23.537,46.75,2
481454814,5141,service,,23.537,46.75,2
481454815,5141,service,,23.537,46.75,2
481606641,5153,footway,,23.577,46.753,1
481606642,5153,footway,,23.578,46.753,1
481607224,5155,steps,,23.577,46.754,1
481607225,5153,footway,,23.576,46.754,1
481607226,5153,footway,,23.577,46.754,1
481607227,5155,steps,,23.576,46.754,1
481607228,5154,path,,23.577,46.754,1
481760890,5114,secondary,Strada Prim?verii,23.545,46.752,3
481760891,5114,secondary,Drumul Sfântul Ioan,23.544,46.751,3
481767702,5114,secondary,Strada Mir?sl?u,23.55,46.767,3
481767703,5114,secondary,Strada Mir?sl?u,23.55,46.766,3
481769237,5153,footway,,23.545,46.757,1
481769238,5122,residential,Calea Flore?ti,23.545,46.757,1
481769239,5153,footway,,23.544,46.756,1
481769240,5153,footway,,23.546,46.757,1
481769405,5141,service,,23.545,46.757,2
481770178,5122,residential,Aleea Brate?,23.545,46.758,1
481770179,5153,footway,,23.545,46.758,1
481770180,5153,footway,,23.546,46.759,1
481770181,5141,service,,23.546,46.76,2
481770182,5153,footway,,23.546,46.76,1
481770183,5153,footway,,23.545,46.76,1
481770184,5153,footway,,23.547,46.76,1
481770185,5153,footway,,23.546,46.76,1
481770621,5153,footway,,23.548,46.76,1
481770622,5155,steps,,23.548,46.759,1
481770777,5141,service,,23.551,46.76,2
481770779,5141,service,,23.551,46.759,2
481770781,5141,service,,23.551,46.759,2
481772464,5141,service,,23.551,46.755,2
481772465,5153,footway,,23.552,46.755,1
481772466,5153,footway,,23.552,46.754,1
481772468,5141,service,,23.551,46.754,2
481772469,5153,footway,,23.551,46.754,1
481772470,5155,steps,,23.551,46.754,1
481772471,5153,footway,,23.551,46.754,1
481772472,5153,footway,,23.55,46.754,1
481772473,5155,steps,,23.55,46.754,1
481773093,5155,steps,,23.551,46.754,1
481773095,5153,footway,,23.551,46.754,1
482425791,5141,service,,23.546,46.754,2
482425792,5141,service,,23.546,46.753,2
482425793,5153,footway,,23.547,46.753,1
482425794,5153,footway,,23.545,46.752,1
482425795,5141,service,,23.545,46.752,2
482737537,5155,steps,,23.636,46.77,1
482737538,5153,footway,,23.636,46.77,1
482737539,5153,footway,,23.636,46.77,1
482737540,5153,footway,,23.633,46.77,1
482737542,5153,footway,,23.636,46.77,1
482737543,5155,steps,,23.636,46.77,1
482737544,5153,footway,,23.634,46.77,1
482822274,5142,track,,23.622,46.801,1
482822275,5142,track,,23.622,46.802,1
482822276,5142,track,,23.622,46.801,1
482822277,5142,track,,23.62,46.799,1
483040770,5153,footway,,23.55,46.764,1
483041171,5155,steps,,23.552,46.764,1
483041172,5153,footway,,23.552,46.765,1
483041173,5155,steps,,23.552,46.765,1
483041174,5153,footway,,23.552,46.764,1
483214839,5141,service,,23.558,46.78,2
483214840,5141,service,,23.558,46.78,2
483214841,5155,steps,,23.557,46.78,1
483214842,5153,footway,,23.557,46.78,1
483417169,5114,secondary,Strada Observatorului,23.595,46.756,3
484266303,5114,secondary,Bulevardul 1 Decembrie 1918,23.544,46.761,3
484266304,5114,secondary,Bulevardul 1 Decembrie 1918,23.544,46.761,3
484266305,5114,secondary,Bulevardul 1 Decembrie 1918,23.544,46.761,3
484266306,5114,secondary,Bulevardul 1 Decembrie 1918,23.544,46.761,3
484266307,5114,secondary,Bulevardul 1 Decembrie 1918,23.544,46.761,3
484411906,5113,primary,Calea Turzii,23.597,46.756,4
484438408,5153,footway,,23.597,46.788,1
485016818,5153,footway,,23.54,46.757,1
485016819,5153,footway,,23.541,46.757,1
485016820,5155,steps,,23.54,46.757,1
485016821,5153,footway,,23.543,46.761,1
485017421,5153,footway,,23.544,46.761,1
485017424,5153,footway,,23.544,46.761,1
485017427,5153,footway,,23.545,46.761,1
485017428,5153,footway,,23.544,46.761,1
485017430,5153,footway,,23.545,46.761,1
485017432,5153,footway,,23.544,46.761,1
485017433,5153,footway,,23.544,46.761,1
485017435,5153,footway,,23.545,46.761,1
485017727,5114,secondary,Bulevardul 1 Decembrie 1918,23.544,46.761,3
485017728,5153,footway,,23.544,46.761,1
485851833,5115,tertiary,Strada O?etului,23.572,46.764,3
488011108,5113,primary,Calea Turzii,23.597,46.731,4
490882546,5141,service,,23.545,46.753,2
490882547,5141,service,,23.545,46.753,2
490882548,5153,footway,,23.545,46.753,1
490882549,5141,service,,23.546,46.753,2
490882550,5141,service,,23.546,46.753,2
490882551,5141,service,,23.546,46.753,2
490882554,5141,service,,23.547,46.754,2
490882556,5141,service,,23.548,46.754,2
490882557,5141,service,,23.548,46.754,2
490882558,5141,service,,23.548,46.754,2
490882559,5141,service,,23.547,46.754,2
490882560,5153,footway,,23.545,46.754,1
490882561,5141,service,,23.548,46.755,2
491668539,5141,service,Strada Lucia Sturdza Bulandra,23.646,46.777,2
491668540,5141,service,Strada Lucia Sturdza Bulandra,23.649,46.777,2
491670806,5122,residential,,23.634,46.765,1
491670807,5122,residential,Strada Alexandru Vaida Voevod,23.635,46.764,1
491671230,5142,track,,23.632,46.761,1
491671231,5142,track,,23.627,46.761,1
491673554,5122,residential,Strada Romul Ladea,23.622,46.753,1
491673555,5122,residential,Strada Romul Ladea,23.622,46.753,1
491723244,5142,track,Strada Rákóczi Ferenc II,23.61,46.747,1
491723245,5142,track,Strada Rákóczi Ferenc II,23.612,46.747,1
491728915,5122,residential,Strada Antonio Gaudi,23.619,46.751,1
491728916,5122,residential,Strada Antonio Gaudi,23.617,46.75,1
491734512,5122,residential,Strada Reményik Sándor,23.64,46.74,1
491734513,5122,residential,Strada Reményik Sándor,23.64,46.74,1
491741523,5114,secondary,Calea Some?eni,23.664,46.778,3
491741524,5114,secondary,Calea Some?eni,23.665,46.778,3
491780397,5114,secondary,Strada Unirii,23.558,46.845,3
491791632,5122,residential,Strada Jijiei,23.57,46.838,1
491791633,5122,residential,Strada Jijiei,23.569,46.837,1
491792535,5122,residential,Strada Traian Dorz,23.577,46.833,1
491792536,5122,residential,Strada Traian Dorz,23.577,46.833,1
491793114,5142,track,,23.582,46.83,1
491793115,5142,track,,23.582,46.83,1
491794497,5114,secondary,Strada Oa?ului,23.592,46.823,3
491794498,5114,secondary,Strada Oa?ului,23.594,46.822,3
491795182,5122,residential,,23.6,46.815,1
491795183,5122,residential,,23.601,46.816,1
491795694,5141,service,Strada Corneliu Medrea,23.604,46.809,2
491795695,5141,service,Strada Corneliu Medrea,23.604,46.809,2
491797071,5122,residential,Strada Sobarilor,23.609,46.795,1
491797072,5122,residential,Strada Sobarilor,23.607,46.794,1
493126750,5141,service,,23.584,46.785,2
493126751,5141,service,,23.583,46.785,2
497718413,5133,primary_link,,23.619,46.779,4
497860197,5115,tertiary,Strada Constan?a,23.595,46.775,3
497860198,5114,secondary,Strada Ion Popescu Voite?ti,23.592,46.774,3
497872592,5141,service,,23.565,46.742,2
497875058,5122,residential,Aleea Negoiu,23.562,46.75,1
497875062,5115,tertiary,Strada Mehedin?i,23.561,46.75,3
499302071,5122,residential,Strada Aurel Suciu,23.61,46.771,1
499507398,5153,footway,,23.54,46.757,1
499916540,5153,footway,,23.626,46.773,1
499916541,5153,footway,,23.625,46.773,1
500749781,5114,secondary,Strada Emil Isac,23.584,46.772,3
503118141,5114,secondary,,23.561,46.707,3
503119166,5114,secondary,Drumul Sfântul Ioan,23.573,46.722,3
504250482,5122,residential,Strada Batozei,23.545,46.755,1
504250484,5141,service,,23.545,46.755,2
504250486,5122,residential,Strada Batozei,23.545,46.756,1
504250489,5153,footway,,23.545,46.755,1
504250491,5153,footway,,23.546,46.756,1
504250493,5153,footway,,23.546,46.756,1
508000548,5153,footway,,23.67,46.78,1
516212552,5155,steps,,23.545,46.754,1
516212553,5153,footway,,23.544,46.754,1
516212554,5153,footway,,23.545,46.753,1
516212555,5141,service,,23.544,46.754,2
516212556,5153,footway,,23.544,46.754,1
516212557,5153,footway,,23.544,46.754,1
516212558,5141,service,,23.544,46.755,2
516212559,5153,footway,,23.545,46.754,1
516212872,5153,footway,,23.545,46.756,1
516277969,5153,footway,,23.545,46.756,1
516285181,5153,footway,,23.545,46.755,1
516285182,5141,service,,23.545,46.755,2
516285183,5153,footway,,23.545,46.755,1
516285184,5153,footway,,23.543,46.755,1
516285185,5153,footway,,23.543,46.755,1
516285186,5122,residential,Strada Bucium,23.543,46.756,1
516285187,5141,service,,23.543,46.756,2
516285188,5141,service,,23.543,46.756,2
516285189,5153,footway,,23.543,46.755,1
516286412,5153,footway,,23.556,46.754,1
516286413,5141,service,,23.555,46.755,2
516286414,5114,secondary,Strada Prim?verii,23.555,46.755,3
516286415,5141,service,,23.556,46.755,2
516286416,5114,secondary,Strada Prim?verii,23.555,46.755,3
516286421,5153,footway,,23.555,46.754,1
516286423,5153,footway,,23.555,46.755,1
516286426,5153,footway,,23.555,46.755,1
516286428,5141,service,,23.554,46.755,2
516286430,5141,service,,23.554,46.756,2
516286432,5141,service,,23.553,46.756,2
516286434,5141,service,,23.553,46.756,2
516288942,5114,secondary,Strada Izlazului,23.56,46.755,3
516288943,5114,secondary,Strada Izlazului,23.56,46.755,3
516288944,5115,tertiary,Strada Mehedin?i,23.561,46.755,3
516288945,5115,tertiary,Strada Mehedin?i,23.561,46.755,3
516288946,5114,secondary,Strada Izlazului,23.561,46.755,3
516288947,5114,secondary,Strada Izlazului,23.561,46.755,3
516289446,5114,secondary,Strada Izlazului,23.561,46.755,3
516295211,5114,secondary,Strada Izlazului,23.561,46.755,3
516295213,5114,secondary,Strada Izlazului,23.561,46.756,3
516295215,5114,secondary,Strada Izlazului,23.561,46.755,3
516297681,5153,footway,,23.56,46.76,1
516314584,5113,primary,Calea M?n??tur,23.562,46.761,4
516314591,5113,primary,Calea M?n??tur,23.563,46.761,4
516314594,5113,primary,Calea M?n??tur,23.563,46.761,4
516314596,5113,primary,Calea M?n??tur,23.562,46.761,4
516314599,5113,primary,Calea M?n??tur,23.562,46.761,4
516314601,5114,secondary,Strada Câmpului,23.563,46.76,3
516314604,5114,secondary,Strada Câmpului,23.563,46.76,3
516314607,5113,primary,Calea M?n??tur,23.563,46.761,4
516345493,5153,footway,,23.542,46.755,1
516537479,5155,steps,,23.543,46.755,1
516537481,5153,footway,,23.544,46.756,1
516537482,5141,service,,23.544,46.755,2
516537485,5141,service,,23.544,46.755,2
516537486,5153,footway,,23.552,46.755,1
516537488,5141,service,,23.552,46.755,2
516537489,5141,service,,23.552,46.755,2
516537490,5153,footway,,23.553,46.755,1
516541809,5153,footway,,23.576,46.753,1
516598294,5153,footway,,23.576,46.753,1
516598296,5122,residential,,23.574,46.754,1
516598297,5122,residential,,23.575,46.754,1
516598298,5153,footway,,23.575,46.754,1
516598299,5153,footway,,23.574,46.754,1
516598300,5153,footway,,23.575,46.754,1
516598301,5153,footway,,23.575,46.755,1
516598303,5153,footway,,23.576,46.755,1
516598304,5153,footway,,23.576,46.755,1
516598305,5155,steps,,23.576,46.755,1
518516962,5153,footway,,23.546,46.757,1
518516963,5153,footway,,23.546,46.758,1
518516964,5155,steps,,23.546,46.758,1
518516965,5153,footway,,23.547,46.758,1
518516966,5155,steps,,23.547,46.758,1
518516967,5153,footway,,23.547,46.758,1
518516968,5153,footway,,23.548,46.758,1
518516969,5153,footway,,23.548,46.758,1
518516970,5155,steps,,23.548,46.758,1
518516971,5153,footway,,23.549,46.758,1
518516972,5155,steps,,23.549,46.758,1
518516973,5153,footway,,23.549,46.758,1
518516974,5153,footway,,23.55,46.758,1
518516975,5153,footway,,23.55,46.758,1
518516976,5155,steps,,23.55,46.758,1
518517580,5153,footway,,23.541,46.757,1
518518374,5141,service,,23.548,46.759,2
518518376,5141,service,,23.549,46.759,2
518519303,5153,footway,,23.547,46.759,1
