osm_id,code,fclass,name,centroid_x,centroid_y,AirQuality
7742924,5114,secondary,Strada Frunzi?ului,23.577,46.752,3
7851204,5122,residential,Strada Ion Mincu,23.593,46.761,1
7851893,5113,primary,Calea Turzii,23.598,46.756,4
7926639,5122,residential,Strada Rapsodiei,23.58,46.752,1
7926735,5122,residential,Strada Rapsodiei,23.581,46.753,1
7926873,5141,service,,23.579,46.752,2
7926931,5153,footway,,23.578,46.753,1
7927518,5122,residential,Strada Lunii,23.584,46.753,1
7932117,5122,residential,Strada Zorilor,23.579,46.754,1
7932203,5122,residential,Strada Viilor,23.583,46.756,1
7932352,5122,residential,Strada Louis Pasteur,23.58,46.756,1
7932462,5122,residential,Strada Ion Creang?,23.586,46.764,1
7932712,5114,secondary,Strada Avram Iancu,23.589,46.766,3
7933104,5124,pedestrian,Strada Mihail Kog?lniceanu,23.591,46.767,1
7933127,5124,pedestrian,Strada Emmanuel de Martonne,23.592,46.768,1
7933408,5122,residential,Strada Victor Babe?,23.585,46.765,1
7933774,5141,service,Pia?a Lucian Blaga,23.586,46.767,2
7933944,5114,secondary,Strada Republicii,23.587,46.767,3
7934003,5122,residential,Strada Gheorghe ?incai,23.586,46.768,1
7934417,5115,tertiary,Strada Republicii,23.587,46.766,3
7934573,5122,residential,Strada Cire?ilor,23.59,46.758,1
7934741,5114,secondary,Strada Izlazului,23.558,46.755,3
7934902,5114,secondary,Strada Plopilor,23.556,46.761,3
7934957,5114,secondary,Splaiul Independen?ei,23.564,46.765,3
7935013,5114,secondary,Podul Garibaldi,23.569,46.768,3
7935060,5115,tertiary,Pia?a 14 Iulie,23.567,46.771,3
7935354,5122,residential,Strada Balzac,23.559,46.77,1
7935507,5115,tertiary,Strada Uzinei Electrice,23.57,46.767,3
7936303,5113,primary,Pia?a ?tefan cel Mare,23.598,46.768,4
7936314,5113,primary,Pia?a ?tefan cel Mare,23.597,46.77,4
7936346,5113,primary,Strada Posada,23.598,46.768,4
7936457,5113,primary,Pia?a Avram Iancu,23.597,46.771,4
7936613,5113,primary,Pia?a ?tefan cel Mare,23.599,46.769,4
7952748,5122,residential,Strada Traian Groz?vescu,23.566,46.772,1
7952766,5114,secondary,Strada General Eremia Grigorescu,23.568,46.773,3
7976448,5114,secondary,Strada Cuza Vod?,23.595,46.773,3
7976483,5114,secondary,Strada Ion Popescu Voite?ti,23.591,46.775,3
7976486,5114,secondary,Pia?a Mihai Viteazu,23.588,46.774,3
7976495,5114,secondary,Pia?a Mihai Viteazu,23.59,46.776,3
7976555,5114,secondary,Strada Ion Popescu Voite?ti,23.59,46.776,3
7976556,5114,secondary,Strada Dacia,23.588,46.775,3
7976586,5122,residential,Pia?a Mihai Viteazu,23.59,46.775,1
7976593,5114,secondary,Strada George Bari?iu,23.588,46.773,3
7976631,5141,service,Strada Emil Isac,23.584,46.772,2
8028395,5113,primary,Calea Turzii,23.596,46.756,4
8028417,5133,primary_link,,23.596,46.756,4
8028419,5134,secondary_link,,23.596,46.756,3
8028433,5113,primary,,23.598,46.768,4
8028548,5122,residential,Strada Lunii,23.584,46.754,1
10508024,5113,primary,Strada Napoca,23.588,46.768,4
10510907,5114,secondary,Strada Observatorului,23.577,46.753,3
10510908,5114,secondary,Strada Observatorului,23.585,46.754,3
10510909,5114,secondary,,23.584,46.754,3
10511435,5122,residential,Strada General Traian Mo?oiu,23.603,46.77,1
10511797,5113,primary,Calea Doroban?ilor,23.598,46.771,4
10511851,5122,residential,Strada Aurel Suciu,23.607,46.772,1
10529189,5113,primary,Calea Turzii,23.599,46.767,4
13338763,5114,secondary,Strada F?getului,23.591,46.738,3
13340782,5114,secondary,Strada Prim?verii,23.557,46.755,3
13341852,5122,residential,Strada Ilie M?celaru,23.573,46.766,1
13342765,5113,primary,Calea M?n??tur,23.572,46.763,4
13344888,5113,primary,Pia?a M?r??ti,23.615,46.778,4
13345555,5113,primary,Bulevardul 21 Decembrie 1989,23.613,46.778,4
13347875,5113,primary,Strada Memorandumului,23.587,46.77,4
13349660,5113,primary,Calea M?n??tur,23.57,46.762,4
13349775,5113,primary,Calea M?n??tur,23.558,46.76,4
13354411,5114,secondary,Strada Plopilor,23.557,46.761,3
13354927,5114,secondary,Strada Plopilor,23.557,46.761,3
13355554,5114,secondary,Strada Prim?verii,23.557,46.76,3
13355893,5113,primary,Calea Flore?ti,23.555,46.76,4
13357443,5113,primary,Calea Flore?ti,23.542,46.757,4
13867092,5122,residential,Strada Ciobanului,23.548,46.757,1
16147947,5114,secondary,Strada Bucium,23.544,46.752,3
16147959,5133,primary_link,,23.62,46.779,4
16147962,5114,secondary,Strada Unirii,23.629,46.768,3
23287428,5114,secondary,Bulevardul Nicolae Titulescu,23.603,46.768,3
23287517,5114,secondary,Strada Constantin Brâncu?i,23.601,46.768,3
23582606,5113,primary,Bulevardul 21 Decembrie 1989,23.594,46.772,4
23582624,5113,primary,Strada Aurel Vlaicu,23.636,46.782,4
23784856,5115,tertiary,Strada Trifoiului,23.607,46.753,3
23784861,5114,secondary,Strada George Co?buc,23.576,46.765,3
23892970,5141,service,,23.591,46.756,2
23892988,5141,service,,23.593,46.757,2
23892995,5141,service,,23.593,46.756,2
23892997,5122,residential,Strada Rene Descartes,23.591,46.757,1
23893000,5141,service,,23.59,46.756,2
23893005,5141,service,,23.591,46.757,2
23893012,5122,residential,Strada Ceahl?u,23.588,46.758,1
23893146,5122,residential,Strada Cire?ilor,23.584,46.758,1
23893151,5122,residential,Strada Cire?ilor,23.588,46.757,1
23893154,5122,residential,Strada Caraiman,23.59,46.757,1
23893166,5122,residential,Strada Caisului,23.586,46.756,1
23893169,5122,residential,Strada Caisului,23.585,46.756,1
23893226,5122,residential,Strada Viilor,23.581,46.758,1
23893252,5122,residential,Strada Turturicii,23.582,46.756,1
23893258,5141,service,,23.579,46.755,2
23893261,5122,residential,Strada Trasc?ului,23.58,46.757,1
23893262,5141,service,,23.581,46.757,2
23893687,5122,residential,Strada Emil Isac,23.585,46.77,1
23893689,5122,residential,Strada Vasile Alecsandri,23.584,46.769,1
23893728,5123,living_street,Strada Inocen?iu Micu Klein,23.589,46.768,1
23893754,5122,residential,Strada Ion C. Br?tianu,23.592,46.768,1
23893810,5113,primary,Bulevardul Eroilor,23.593,46.77,4
23893831,5123,living_street,Strada Hermann Oberth,23.593,46.769,1
23893843,5124,pedestrian,Strada Matei Corvin,23.588,46.771,1
23893975,5113,primary,Strada Regele Ferdinand,23.588,46.774,4
23893976,5113,primary,Strada Horea,23.587,46.775,4
23893983,5113,primary,Strada Horea,23.588,46.774,4
23894006,5113,primary,Pia?a G?rii,23.585,46.784,4
23894010,5113,primary,Podul Locomotivei,23.582,46.784,4
23894012,5141,service,,23.587,46.784,2
23894014,5114,secondary,Pia?a G?rii,23.588,46.784,3
23894025,5114,secondary,Strada C?ii Ferate,23.591,46.785,3
23908712,5114,secondary,Strada Oa?ului,23.597,46.789,3
23908718,5114,secondary,Strada Oa?ului,23.598,46.79,3
23908733,5114,secondary,Strada Fabricii,23.616,46.792,3
23908735,5114,secondary,Strada Fabricii,23.616,46.791,3
23908752,5114,secondary,Strada Fabricii,23.614,46.781,3
23908774,5114,secondary,Strada Branului,23.646,46.786,3
23908778,5114,secondary,Strada Plevnei,23.645,46.787,3
23908781,5114,secondary,Bulevardul Muncii,23.646,46.796,3
23908783,5114,secondary,Bulevardul Muncii,23.659,46.797,3
23908806,5114,secondary,Strada Tudor Vladimirescu,23.56,46.783,3
23908960,5122,residential,Strada Parâng,23.552,46.75,1
23908979,5122,residential,Strada Bucegi,23.557,46.754,1
23908980,5141,service,Strada Parâng,23.552,46.753,2
23908989,5115,tertiary,Strada Mehedin?i,23.563,46.752,3
23908991,5115,tertiary,Strada Mehedin?i,23.558,46.751,3
23908994,5115,tertiary,Strada Mehedin?i,23.561,46.754,3
23909000,5115,tertiary,Strada Mehedin?i,23.559,46.753,3
23909029,5122,residential,Strada Mogo?oaia,23.561,46.757,1
23909031,5122,residential,,23.561,46.757,1
23909033,5122,residential,Strada Ion Me?ter,23.562,46.757,1
23909037,5122,residential,Strada Ion Me?ter,23.56,46.757,1
23909039,5122,residential,Strada Emil Cioran,23.559,46.758,1
24283475,5122,residential,Strada Mihai Eminescu,23.579,46.768,1
24283483,5122,residential,Strada Sindicatelor,23.583,46.77,1
24283514,5115,tertiary,Strada General Dragalina,23.579,46.772,3
24283518,5123,living_street,Strada Mamaia,23.58,46.772,1
24283522,5114,secondary,Strada General Eremia Grigorescu,23.578,46.771,3
24283528,5115,tertiary,Strada General Dragalina,23.584,46.773,3
24283548,5115,tertiary,Strada Emil Racovi??,23.587,46.775,3
24283559,5115,tertiary,Strada General Dragalina,23.586,46.774,3
24283574,5115,tertiary,Strada ?tefan Ludwig Roth,23.586,46.775,3
24283591,5113,primary,Strada Ion Luca Caragiale,23.587,46.783,4
24283619,5115,tertiary,Strada Decebal,23.589,46.778,3
24283666,5113,primary,Pia?a Unirii,23.59,46.769,4
24283694,5113,primary,Strada Milton Lehrer,23.599,46.767,4
24283709,5122,residential,Strada Bra?ov,23.605,46.762,1
24283715,5114,secondary,Strada Alexandru Boh??iel,23.606,46.762,3
24283720,5114,secondary,Strada Beca?,23.612,46.754,3
24283740,5122,residential,Strada ?tefan Luchian,23.603,46.751,1
24283747,5115,tertiary,Strada Prislop,23.607,46.757,3
24283791,5122,residential,Strada P?ltini?,23.608,46.756,1
24283793,5122,residential,Strada Drapelului,23.608,46.757,1
24283803,5122,residential,Strada M?linului,23.612,46.76,1
24283834,5114,secondary,Strada Barbu ?tef?nescu Delavrancea,23.606,46.762,3
24283844,5122,residential,Strada Eftimie Murgu,23.601,46.757,1
24283862,5122,residential,Strada Septimiu Albini,23.609,46.771,1
24283865,5122,residential,Strada Semenicului,23.61,46.773,1
24283869,5122,residential,Strada Baladei,23.615,46.775,1
24283873,5122,residential,Strada Venus,23.618,46.776,1
24283882,5114,secondary,Strada Unirii,23.627,46.768,3
24283891,5122,residential,Strada Arie?ului,23.613,46.774,1
24283927,5122,residential,Strada Progresului,23.619,46.777,1
24283928,5122,residential,Strada Episcop Nicolae Ivan,23.613,46.775,1
24283930,5122,residential,Strada In?u,23.616,46.776,1
24283939,5122,residential,Strada Pet?fi Sándor,23.606,46.774,1
24283971,5115,tertiary,Strada Liviu Rebreanu,23.62,46.765,3
24283975,5122,residential,Strada Tache Ionescu,23.609,46.765,1
24476957,5124,pedestrian,Strada ?ebei,23.569,46.769,1
24479512,5114,secondary,Strada Aurel Vlaicu,23.637,46.782,3
24479517,5113,primary,Strada Traian Vuia,23.64,46.782,4
24479519,5122,residential,Strada Mikszáth Kálmán,23.604,46.758,1
24479523,5122,residential,Strada Nicolae Dr?ganu,23.605,46.754,1
24482313,5133,primary_link,,23.543,46.757,4
24482319,5114,secondary,Strada Bucium,23.542,46.756,3
24550928,5114,secondary,Strada Maramure?ului,23.591,46.792,3
24550929,5122,residential,Strada Jean Jaures,23.582,46.788,1
24550942,5122,residential,Strada Stelu?ei,23.589,46.788,1
24550948,5122,residential,Strada Papiu Ilarian,23.586,46.789,1
24550950,5122,residential,Strada Colonia Breaza,23.592,46.8,1
24550955,5122,residential,Strada Simion Balint,23.582,46.786,1
24550959,5122,residential,Strada Sanatoriului,23.577,46.792,1
24610655,5122,residential,Strada Govora,23.564,46.76,1
24659321,5122,residential,Strada Predeal,23.605,46.759,1
24659322,5122,residential,Strada Ady Endre,23.601,46.761,1
24659324,5122,residential,Strada Titu Maiorescu,23.606,46.759,1
24659338,5122,residential,Strada Alverna,23.611,46.759,1
24663551,5122,residential,Strada Ponorului,23.605,46.757,1
24663555,5122,residential,Strada Dimitrie Bolintineanu,23.6,46.762,1
24663569,5141,service,,23.661,46.779,2
24663570,5122,residential,Strada Mo? Ion Roat?,23.667,46.78,1
24676337,5122,residential,Strada Anina,23.616,46.784,1
24676339,5115,tertiary,Strada Fabricii de Zah?r,23.616,46.781,3
24676341,5122,residential,Strada Gr?dinarilor,23.616,46.783,1
24676345,5122,residential,Strada Târnavelor,23.625,46.779,1
24676375,5141,service,,23.629,46.772,2
24676393,5133,primary_link,,23.621,46.78,4
24676413,5133,primary_link,,23.62,46.779,4
24676425,5133,primary_link,,23.621,46.779,4
24676430,5133,primary_link,,23.62,46.779,4
24676446,5133,primary_link,Strada Ialomi?ei,23.62,46.78,4
24676450,5133,primary_link,,23.62,46.78,4
24676457,5113,primary,Strada Aurel Vlaicu,23.619,46.779,4
24676460,5113,primary,Strada Aurel Vlaicu,23.62,46.779,4
24676471,5122,residential,Strada Slatina,23.622,46.779,1
24676473,5141,service,,23.627,46.793,2
24676477,5141,service,,23.638,46.793,2
24676483,5122,residential,Strada Beiu?ului,23.639,46.789,1
24676484,5122,residential,Strada Beiu?ului,23.639,46.788,1
24676512,5141,service,Strada Fabricii de Zah?r,23.628,46.794,2
25199411,5141,service,Aleea Muscel,23.605,46.764,2
25199500,5122,residential,Strada Zrínyi Miklós,23.601,46.766,1
25199537,5122,residential,Strada Anatole France,23.604,46.765,1
25308543,5122,residential,Strada Cometei,23.591,46.754,1
25351429,5114,secondary,Calea Dezmirului,23.7,46.78,3
25426145,5141,service,,23.647,46.791,2
25426160,5141,service,Strada T?b?carilor,23.607,46.788,2
25426171,5115,tertiary,Pia?a 1 Mai,23.605,46.786,3
25444583,5122,residential,Strada Mihai Veliciu,23.606,46.767,1
25486466,5115,tertiary,Strada Giuseppe Garibaldi,23.567,46.769,3
25486468,5122,residential,Strada Deva,23.574,46.766,1
25486489,5122,residential,Strada Moldovei,23.573,46.765,1
25544590,5133,primary_link,,23.542,46.758,4
25544598,5122,residential,Strada Petuniei,23.555,46.768,1
25544610,5122,residential,Strada Ha?eg,23.56,46.771,1
25544619,5114,secondary,Strada Tudor Vladimirescu,23.561,46.782,3
25544641,5122,residential,Aleea Profesor Valeriu Bologa,23.629,46.771,1
25562468,5141,service,,23.578,46.752,2
25609125,5122,residential,Strada Constantin Brâncoveanu,23.61,46.763,1
25609132,5122,residential,Strada Alverna,23.614,46.757,1
25609134,5122,residential,Strada Or??tiei,23.66,46.781,1
25609138,5122,residential,Strada Or??tiei,23.662,46.781,1
25669719,5122,residential,Aleea Bizu?a,23.625,46.768,1
25717208,5115,tertiary,Strada Paris,23.604,46.786,3
25717213,5121,unclassified,Strada Beiu?ului,23.639,46.784,1
26030440,5141,service,,23.641,46.792,2
26228680,5141,service,,23.546,46.754,2
26228725,5122,residential,Strada Grigore Alexandrescu,23.556,46.758,1
26228727,5122,residential,Strada Taberei,23.553,46.761,1
26228749,5122,residential,Strada Por?ile de Fier,23.556,46.761,1
26228752,5122,residential,Aleea Brate?,23.546,46.76,1
26228758,5122,residential,Strada Arinilor,23.55,46.762,1
26228895,5122,residential,Aleea Brate?,23.548,46.759,1
26228912,5122,residential,Strada T??nad,23.547,46.76,1
26228919,5141,service,,23.555,46.761,2
26228964,5122,residential,Aleea Ciuca?,23.551,46.751,1
26228970,5141,service,,23.551,46.751,2
26228986,5122,residential,Aleea Gurghiu,23.55,46.751,1
26228997,5122,residential,Aleea Putna,23.549,46.752,1
26228998,5122,residential,Aleea Cl?bucet,23.544,46.751,1
26229007,5141,service,,23.551,46.75,2
26229009,5122,residential,Aleea Iezer,23.549,46.75,1
26229014,5122,residential,Aleea Meziad,23.548,46.751,1
26229028,5141,service,,23.544,46.753,2
26229030,5141,service,,23.544,46.752,2
26229037,5122,residential,Strada Batozei,23.545,46.756,1
26229048,5122,residential,Aleea Padin,23.556,46.758,1
26229061,5122,residential,Aleea Peana,23.552,46.755,1
26229066,5141,service,Aleea Vidraru,23.562,46.755,2
26229068,5122,residential,Aleea Vidraru,23.563,46.754,1
26229106,5122,residential,Aleea Cioplea,23.562,46.751,1
26229113,5122,residential,Strada Urcu?ului,23.565,46.757,1
26229123,5122,residential,Strada Tarni?a,23.565,46.761,1
26229134,5122,residential,Strada Firiza,23.562,46.761,1
26229135,5122,residential,Strada Firiza,23.563,46.762,1
26229468,5114,secondary,Bulevardul 1 Decembrie 1918,23.543,46.758,3
26229478,5123,living_street,Strada Gavril Muzicescu,23.57,46.769,1
26229715,5115,tertiary,Strada Paul Ioan,23.55,46.766,3
26229747,5153,footway,,23.542,46.764,1
26229855,5122,residential,Aleea Bucura,23.544,46.766,1
26352006,5141,service,Strada Colinei,23.537,46.75,2
26433063,5115,tertiary,Calea Some?eni,23.638,46.783,3
26433064,5115,tertiary,Calea Some?eni,23.638,46.783,3
26433067,5141,service,,23.637,46.787,2
26433070,5141,service,,23.63,46.792,2
26433072,5141,service,,23.632,46.795,2
26433086,5121,unclassified,Strada Câmpul Pâinii,23.636,46.784,1
26433184,5122,residential,Strada Mecanicilor,23.585,46.783,1
26433220,5122,residential,Strada Academician David Prodan,23.589,46.781,1
26433229,5114,secondary,Strada Traian,23.591,46.778,3
26440887,5122,residential,Strada Rodnei,23.644,46.786,1
26440918,5122,residential,Strada Tractori?tilor,23.66,46.788,1
26441171,5122,residential,Strada A. D. Xenopol,23.609,46.759,1
26441174,5122,residential,Strada Galaxiei,23.608,46.76,1
26450352,5115,tertiary,Strada Buftea,23.606,46.778,3
26450374,5122,residential,Strada M?gura,23.615,46.783,1
26450376,5115,tertiary,Strada Fabricii de Zah?r,23.618,46.782,3
26450401,5122,residential,Strada Cometei,23.593,46.753,1
26450406,5122,residential,Strada O?etului,23.57,46.765,1
26450410,5141,service,,23.591,46.747,2
26598858,5122,residential,Aleea Înv???torului,23.598,46.769,1
26598924,5122,residential,Strada Ploie?ti,23.593,46.775,1
26598953,5115,tertiary,Strada Arge?,23.594,46.774,3
26614881,5122,residential,Strada József Attila,23.596,46.761,1
26614883,5122,residential,Strada Victor Hugo,23.595,46.763,1
26614887,5122,residential,Strada Zaharia Bârsan,23.596,46.763,1
26614921,5122,residential,Strada Castanilor,23.574,46.756,1
26614937,5153,footway,,23.569,46.757,1
26614961,5141,service,,23.556,46.754,2
26614964,5141,service,,23.558,46.755,2
26614984,5153,footway,,23.561,46.751,1
26614986,5122,residential,Aleea Moldoveanu,23.562,46.752,1
26614991,5122,residential,Aleea Moldoveanu,23.562,46.753,1
26614992,5141,service,Aleea Moldoveanu,23.562,46.753,2
26615008,5153,footway,,23.558,46.754,1
26615010,5141,service,,23.557,46.754,2
26615015,5141,service,,23.558,46.753,2
26615018,5141,service,,23.557,46.752,2
26615037,5141,service,Strada Robert Koch,23.582,46.756,2
26615062,5141,service,,23.584,46.764,2
26615174,5122,residential,Strada ?oimului,23.595,46.758,1
26615186,5122,residential,Strada Plopilor,23.567,46.763,1
26615194,5141,service,Strada Tatra,23.575,46.756,2
26615196,5141,service,Strada Tatra,23.576,46.756,2
26615198,5141,service,,23.573,46.756,2
26615224,5115,tertiary,Strada Câmpului,23.571,46.741,3
26615238,5122,residential,Strada Sputnic,23.592,46.754,1
26615254,5122,residential,Strada Remetea,23.577,46.761,1
26615270,5122,residential,Strada Curcubeului,23.579,46.758,1
26615274,5122,residential,Strada Sighi?oarei,23.579,46.758,1
26615278,5122,residential,Aleea Mestecenilor,23.582,46.759,1
26615281,5122,residential,Strada Luceaf?rului,23.577,46.754,1
26615285,5122,residential,Strada Lunii,23.582,46.751,1
26615323,5153,footway,,23.556,46.753,1
26615325,5153,footway,,23.556,46.752,1
26615327,5141,service,,23.559,46.751,2
26615347,5141,service,,23.559,46.758,2
26615350,5141,service,,23.559,46.756,2
26615351,5141,service,,23.558,46.756,2
26615364,5141,service,,23.561,46.752,2
26615365,5141,service,,23.561,46.752,2
26615371,5141,service,,23.56,46.754,2
26615372,5141,service,,23.56,46.754,2
26615373,5141,service,,23.559,46.754,2
26615375,5141,service,,23.551,46.752,2
26615377,5153,footway,,23.553,46.752,1
26615382,5141,service,,23.556,46.752,2
26615390,5153,footway,,23.557,46.753,1
26615397,5122,residential,Aleea Bor?a,23.56,46.752,1
26615398,5155,steps,,23.558,46.751,1
26615403,5122,residential,Strada M?ri?el,23.556,46.749,1
26615404,5122,residential,Strada Huedinului,23.557,46.75,1
26615431,5115,tertiary,Strada Eugen Ionesco,23.584,46.746,3
26615438,5122,residential,Strada Crângului,23.597,46.761,1
26615444,5122,residential,Strada Doina Cornea,23.597,46.764,1
26615447,5122,residential,Calea Turzii,23.598,46.763,1
26615449,5141,service,,23.592,46.765,2
26615450,5141,service,,23.594,46.755,2
26615469,5122,residential,Strada Govora,23.567,46.759,1
26615508,5122,residential,Strada Jupiter,23.59,46.755,1
26615516,5122,residential,Strada Petre Ispirescu,23.589,46.764,1
26615523,5123,living_street,Strada Piezi??,23.576,46.764,1
26615540,5122,residential,Strada Ceahl?u,23.591,46.76,1
26615541,5122,residential,Strada Ceahl?u,23.589,46.759,1
26615550,5122,residential,Strada Paji?tei,23.58,46.759,1
26615551,5122,residential,Strada Viilor,23.581,46.759,1
26615558,5115,tertiary,Strada Lunii,23.579,46.751,3
26615564,5122,residential,Strada Trasc?ului,23.581,46.756,1
26615567,5122,residential,Strada Zorilor,23.579,46.758,1
26615581,5141,service,,23.591,46.766,2
26615596,5153,footway,,23.556,46.753,1
26615598,5153,footway,,23.555,46.752,1
26615600,5141,service,,23.559,46.751,2
26615602,5141,service,,23.551,46.749,2
26615626,5153,footway,,23.559,46.756,1
26615642,5141,service,,23.56,46.754,2
26615646,5141,service,,23.553,46.751,2
26615650,5153,footway,,23.554,46.752,1
26615652,5122,residential,Aleea Tazl?u,23.554,46.752,1
26615656,5141,service,,23.556,46.754,2
26615659,5141,service,,23.556,46.754,2
26615664,5141,service,,23.559,46.753,2
26615667,5122,residential,Aleea Bor?a,23.561,46.751,1
26615676,5122,residential,Strada M?ri?el,23.557,46.75,1
26616043,5123,living_street,Strada Gaál Gábor,23.595,46.769,1
26616176,5141,service,,23.586,46.772,2
26616204,5124,pedestrian,Strada Georges Clemenceau,23.586,46.771,1
26616261,5123,living_street,Strada Episcop Ioan Bob,23.588,46.769,1
26616269,5123,living_street,Strada Ioan Ra?iu,23.588,46.769,1
26616322,5124,pedestrian,Strada Fort?re?ei,23.589,46.768,1
26616363,5122,residential,Aleea Stadionului,23.573,46.767,1
26616378,5122,residential,Strada Salcâmului,23.568,46.765,1
26616387,5141,service,Strada Cobzarilor,23.57,46.766,2
26616418,5122,residential,Strada Bogdan Petriceicu Ha?deu,23.581,46.763,1
26616551,5122,residential,Strada Gutinului,23.591,46.764,1
26616635,5153,footway,,23.588,46.762,1
26616666,5122,residential,Strada Aviator B?descu,23.596,46.765,1
26616672,5122,residential,Strada Aurorei,23.597,46.765,1
26616814,5122,residential,Strada Gheorghe Pop de B?se?ti,23.596,46.762,1
26616840,5141,service,,23.593,46.764,2
26616859,5141,service,,23.592,46.764,2
26616896,5141,service,,23.594,46.766,2
26616913,5141,service,,23.593,46.766,2
26616954,5122,residential,Calea Turzii,23.598,46.764,1
26616968,5153,footway,,23.58,46.757,1
26616987,5122,residential,Strada Sighi?oarei,23.58,46.758,1
26617003,5122,residential,Strada Louis Pasteur,23.574,46.754,1
26617028,5122,residential,Strada Louis Pasteur,23.577,46.755,1
26617033,5122,residential,Strada Louis Pasteur,23.577,46.755,1
26617083,5141,service,Strada Gheorghe Dima,23.577,46.753,2
26617141,5123,living_street,,23.575,46.757,1
26617165,5153,footway,,23.576,46.755,1
26617179,5141,service,,23.576,46.756,2
26623977,5122,residential,Strada Emil Petrovici,23.59,46.779,1
26623995,5114,secondary,Strada Daniil P. B?rceanu,23.592,46.78,3
26624275,5122,residential,Strada Meteor,23.59,46.754,1
26624348,5122,residential,Strada Caraiman,23.59,46.757,1
26624623,5141,service,Strada Lunii,23.58,46.752,2
26624631,5141,service,,23.58,46.752,2
26624646,5141,service,,23.581,46.752,2
26624674,5155,steps,,23.581,46.751,1
26624680,5153,footway,,23.579,46.753,1
26624727,5141,service,,23.575,46.753,2
26624803,5115,tertiary,Strada Câmpului,23.565,46.753,3
26624847,5153,footway,,23.573,46.754,1
26624872,5153,footway,,23.572,46.756,1
26625613,5141,service,,23.568,46.757,2
26625788,5122,residential,Strada Bogdan Petriceicu Ha?deu,23.574,46.762,1
26625795,5122,residential,Strada P?storului,23.578,46.762,1
26632959,5122,residential,Strada Mehedin?i,23.561,46.75,1
26633271,5141,service,,23.558,46.754,2
26633308,5153,footway,,23.558,46.754,1
26633446,5122,residential,Aleea Retezat,23.56,46.753,1
26633528,5141,service,,23.558,46.755,2
26633587,5141,service,,23.558,46.754,2
26633610,5141,service,,23.557,46.755,2
26633718,5153,footway,,23.554,46.753,1
26634151,5122,residential,Strada M?ri?el,23.556,46.75,1
26634240,5134,secondary_link,Drumul Sfântul Ioan,23.544,46.752,3
26634303,5141,service,,23.552,46.752,2
26634364,5142,track,,23.549,46.75,1
26640907,5141,service,,23.56,46.76,2
26640927,5133,primary_link,Calea M?n??tur,23.56,46.76,4
26640934,5141,service,,23.56,46.759,2
26641001,5122,residential,Strada Ion Me?ter,23.563,46.756,1
26641049,5122,residential,Strada Govora,23.565,46.761,1
26641056,5141,service,,23.566,46.761,2
26641120,5141,service,,23.558,46.756,2
26644244,5133,primary_link,Calea Flore?ti,23.556,46.76,4
26644291,5133,primary_link,Calea Flore?ti,23.555,46.76,4
26644294,5133,primary_link,Calea M?n??tur,23.559,46.76,4
26976124,5141,service,,23.636,46.794,2
27019923,5122,residential,Strada Septimiu Mure?an,23.578,46.786,1
27019929,5122,residential,Strada Clo?ca,23.588,46.777,1
27173012,5122,residential,Strada Frédéric Joliot-Curie,23.592,46.773,1
27173072,5122,residential,Strada Potaissa,23.587,46.767,1
27184344,5141,service,Aleea Moldoveanu,23.562,46.753,2
27328660,5122,residential,Strada Nad??ului,23.538,46.783,1
27328726,5114,secondary,Strada Giuseppe Garibaldi,23.568,46.768,3
27572784,5122,residential,Strada Ha?eg,23.56,46.771,1
27883566,5114,secondary,Bulevardul 1 Decembrie 1918,23.558,46.768,3
28297805,5141,service,,23.673,46.78,2
28323913,5121,unclassified,,23.534,46.735,1
28360800,5122,residential,Strada Iuliu Coroianu,23.591,46.782,1
28360811,5122,residential,Strada Burebista,23.59,46.783,1
28360871,5114,secondary,Strada Câmpina,23.622,46.788,3
28360880,5122,residential,Strada Branului,23.646,46.787,1
28360906,5141,service,,23.638,46.785,2
28360950,5122,residential,Strada Banilor,23.617,46.782,1
28360956,5122,residential,Strada Iazului,23.609,46.78,1
28360980,5113,primary,Bulevardul 21 Decembrie 1989,23.605,46.776,4
28360987,5113,primary,Bulevardul 21 Decembrie 1989,23.609,46.777,4
28360999,5115,tertiary,Strada Câmpul Pâinii,23.613,46.786,3
28361006,5122,residential,Pia?a 1 Mai,23.605,46.786,1
28462977,5141,service,Aleea Muzeului Etnografic,23.556,46.777,2
28464061,5122,residential,Strada Patriciu Barbu,23.6,46.784,1
28464077,5141,service,,23.598,46.784,2
28464080,5115,tertiary,Strada R?s?ritului,23.601,46.786,3
28464095,5122,residential,Strada Meseriilor,23.602,46.783,1
28464100,5122,residential,Strada M?r??e?ti,23.602,46.782,1
28464106,5122,residential,Strada Dimitrie Com?a,23.603,46.781,1
28674234,5141,service,,23.603,46.78,2
28674251,5122,residential,Strada Cernavod?,23.604,46.78,1
28699692,5122,residential,Strada Ion Budai Deleanu,23.61,46.761,1
29291240,5122,residential,Strada Câmpeni,23.586,46.781,1
29291298,5141,service,,23.582,46.776,2
29486624,5115,tertiary,Strada Gorunului,23.605,46.78,3
29486749,5122,residential,Strada Scor?arilor,23.609,46.779,1
29486756,5141,service,,23.607,46.78,2
29488236,5141,service,,23.605,46.78,2
30164335,5113,primary,Calea Turzii,23.591,46.738,4
30413158,5122,residential,Pia?a Ion Agârbiceanu,23.606,46.762,1
30413224,5122,residential,Strada Dimitrie Paciurea,23.605,46.753,1
