osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel,Air mark,Air,centroid_x,centroid_y
"7742924",5114,secondary,Strada Frunzi?ului,,F,50,0,F,F,2,1,23.577,46.752
"7851204",5122,residential,Strada Ion Mincu,,B,50,0,F,F,1,1,23.593,46.761
"7851893",5113,primary,Calea Turzii,DN1,B,60,0,F,F,3,2,23.598,46.756
"7926639",5122,residential,Strada Rapsodiei,,F,50,0,F,F,1,1,23.580,46.752
"7926735",5122,residential,Strada Rapsodiei,,F,30,0,F,F,1,1,23.581,46.753
"7926873",5141,service,,,B,50,0,F,F,1,1,23.579,46.752
"7926931",5153,footway,,,B,0,0,F,F,1,1,23.578,46.753
"7927518",5122,residential,Strada Lunii,,B,50,0,F,F,1,1,23.584,46.753
"7932117",5122,residential,Strada Zorilor,,B,50,0,F,F,1,1,23.579,46.754
"7932203",5122,residential,Strada Viilor,,B,50,0,F,F,1,1,23.583,46.756
"7932352",5122,residential,Strada Louis Pasteur,,B,50,0,F,F,1,1,23.580,46.756
"7932462",5122,residential,Strada Ion Creang?,,F,50,0,F,F,1,1,23.586,46.764
"7932712",5114,secondary,Strada Avram Iancu,,F,50,0,F,F,2,1,23.589,46.766
"7933104",5124,pedestrian,Strada Mihail Kog?lniceanu,,B,0,0,F,F,1,1,23.591,46.767
"7933127",5124,pedestrian,Strada Emmanuel de Martonne,,B,0,0,F,F,1,1,23.592,46.768
"7933408",5122,residential,Strada Victor Babe?,,F,50,0,F,F,1,1,23.585,46.765
"7933774",5141,service,Pia?a Lucian Blaga,,F,0,0,F,F,1,1,23.586,46.767
"7933944",5114,secondary,Strada Republicii,,F,50,0,F,F,2,1,23.587,46.767
"7934003",5122,residential,Strada Gheorghe ?incai,,F,50,0,F,F,1,1,23.586,46.768
"7934417",5115,tertiary,Strada Republicii,,B,50,0,F,F,1,1,23.587,46.766
"7934573",5122,residential,Strada Cire?ilor,,F,50,0,F,F,1,1,23.590,46.758
"7934741",5114,secondary,Strada Izlazului,,B,50,0,F,F,2,1,23.558,46.755
"7934902",5114,secondary,Strada Plopilor,,B,50,0,F,F,2,1,23.556,46.761
"7934957",5114,secondary,Splaiul Independen?ei,,B,0,0,F,F,2,1,23.564,46.765
"7935013",5114,secondary,Podul Garibaldi,,B,50,0,F,F,2,1,23.569,46.768
"7935060",5115,tertiary,Pia?a 14 Iulie,,F,50,0,F,F,1,1,23.567,46.771
"7935354",5122,residential,Strada Balzac,,F,50,0,F,F,1,1,23.559,46.770
"7935507",5115,tertiary,Strada Uzinei Electrice,,B,50,0,F,F,1,1,23.570,46.767
"7936303",5113,primary,Pia?a ?tefan cel Mare,DN1,F,60,0,F,F,3,2,23.598,46.768
"7936314",5113,primary,Pia?a ?tefan cel Mare,DN1,F,50,0,F,F,3,2,23.597,46.770
"7936346",5113,primary,Strada Posada,,F,60,0,F,F,3,2,23.598,46.768
"7936457",5113,primary,Pia?a Avram Iancu,,F,50,0,F,F,3,2,23.597,46.771
"7936613",5113,primary,Pia?a ?tefan cel Mare,DN1,F,60,0,F,F,3,2,23.599,46.769
"7952748",5122,residential,Strada Traian Groz?vescu,,F,50,0,F,F,1,1,23.566,46.772
"7952766",5114,secondary,Strada General Eremia Grigorescu,,B,50,0,F,F,2,1,23.568,46.773
"7976448",5114,secondary,Strada Cuza Vod?,,B,50,0,F,F,2,1,23.595,46.773
"7976483",5114,secondary,Strada Ion Popescu Voite?ti,,B,50,0,F,F,2,1,23.591,46.775
"7976486",5114,secondary,Pia?a Mihai Viteazu,,F,50,0,F,F,2,1,23.588,46.774
"7976495",5114,secondary,Pia?a Mihai Viteazu,,F,50,0,F,F,2,1,23.590,46.776
"7976555",5114,secondary,Strada Ion Popescu Voite?ti,,B,50,1,F,F,2,1,23.590,46.776
"7976556",5114,secondary,Strada Dacia,,F,50,0,F,F,2,1,23.588,46.775
"7976586",5122,residential,Pia?a Mihai Viteazu,,F,50,0,F,F,1,1,23.590,46.775
"7976593",5114,secondary,Strada George Bari?iu,,F,50,0,F,F,2,1,23.588,46.773
"7976631",5141,service,Strada Emil Isac,,F,50,0,F,F,1,1,23.584,46.772
"8028395",5113,primary,Calea Turzii,DN1,F,50,0,F,F,3,2,23.596,46.756
"8028417",5133,primary_link,,,F,50,0,F,F,3,2,23.596,46.756
"8028419",5134,secondary_link,,,F,50,0,F,F,1,1,23.596,46.756
"8028433",5113,primary,,,F,60,0,F,F,3,2,23.598,46.768
"8028548",5122,residential,Strada Lunii,,B,30,0,F,F,1,1,23.584,46.754
"10508024",5113,primary,Strada Napoca,DN1,F,50,0,F,F,3,2,23.588,46.768
"10510907",5114,secondary,Strada Observatorului,,F,50,0,F,F,2,1,23.577,46.753
"10510908",5114,secondary,Strada Observatorului,DN1,F,50,0,F,F,2,1,23.585,46.754
"10510909",5114,secondary,,,B,50,0,F,F,2,1,23.584,46.754
"10511435",5122,residential,Strada General Traian Mo?oiu,,F,50,0,F,F,1,1,23.603,46.770
"10511797",5113,primary,Calea Doroban?ilor,,F,50,0,F,F,3,2,23.598,46.771
"10511851",5122,residential,Strada Aurel Suciu,,B,50,0,F,F,1,1,23.607,46.772
"10529189",5113,primary,Calea Turzii,DN1,F,60,0,F,F,3,2,23.599,46.767
"13338763",5114,secondary,Strada F?getului,DJ103U,F,30,0,F,F,2,1,23.591,46.738
"13340782",5114,secondary,Strada Prim?verii,,F,30,0,F,F,2,1,23.557,46.755
"13341852",5122,residential,Strada Ilie M?celaru,,B,50,0,F,F,1,1,23.573,46.766
"13342765",5113,primary,Calea M?n??tur,DN1,B,50,0,F,F,3,2,23.572,46.763
"13344888",5113,primary,Pia?a M?r??ti,DN1C,B,50,0,F,F,3,2,23.615,46.778
"13345555",5113,primary,Bulevardul 21 Decembrie 1989,DN1C,F,50,0,F,F,3,2,23.613,46.778
"13347875",5113,primary,Strada Memorandumului,DN1,F,50,0,F,F,3,2,23.587,46.770
"13349660",5113,primary,Calea M?n??tur,DN1,B,50,0,F,F,3,2,23.570,46.762
"13349775",5113,primary,Calea M?n??tur,DN1,B,50,1,T,F,3,2,23.558,46.760
"13354411",5114,secondary,Strada Plopilor,,F,30,0,F,F,2,1,23.557,46.761
"13354927",5114,secondary,Strada Plopilor,,F,30,0,F,F,2,1,23.557,46.761
"13355554",5114,secondary,Strada Prim?verii,,F,30,0,F,F,2,1,23.557,46.760
"13355893",5113,primary,Calea Flore?ti,DN1,B,50,0,F,F,3,2,23.555,46.760
"13357443",5113,primary,Calea Flore?ti,DN1,B,50,0,F,F,3,2,23.542,46.757
"13867092",5122,residential,Strada Ciobanului,,B,50,0,F,F,1,1,23.548,46.757
"16147947",5114,secondary,Strada Bucium,DJ107R,B,50,0,F,F,2,1,23.544,46.752
"16147959",5133,primary_link,,,F,50,0,F,F,3,2,23.620,46.779
"16147962",5114,secondary,Strada Unirii,,B,50,0,F,F,2,1,23.629,46.768
"23287428",5114,secondary,Bulevardul Nicolae Titulescu,,B,50,0,F,F,2,1,23.603,46.768
"23287517",5114,secondary,Strada Constantin Brâncu?i,DJ103G,B,50,0,F,F,2,1,23.601,46.768
"23582606",5113,primary,Bulevardul 21 Decembrie 1989,DN1,F,60,0,F,F,3,2,23.594,46.772
"23582624",5113,primary,Strada Aurel Vlaicu,DN1C,B,50,0,F,F,3,2,23.636,46.782
"23784856",5115,tertiary,Strada Trifoiului,,B,50,0,F,F,1,1,23.607,46.753
"23784861",5114,secondary,Strada George Co?buc,,B,50,0,F,F,2,1,23.576,46.765
"23892970",5141,service,,,B,20,0,F,F,1,1,23.591,46.756
"23892988",5141,service,,,B,20,0,F,F,1,1,23.593,46.757
"23892995",5141,service,,,B,20,0,F,F,1,1,23.593,46.756
"23892997",5122,residential,Strada Rene Descartes,,F,50,0,F,F,1,1,23.591,46.757
"23893000",5141,service,,,B,0,0,F,F,1,1,23.590,46.756
"23893005",5141,service,,,B,0,0,F,F,1,1,23.591,46.757
"23893012",5122,residential,Strada Ceahl?u,,B,50,0,F,F,1,1,23.588,46.758
"23893146",5122,residential,Strada Cire?ilor,,B,50,0,F,F,1,1,23.584,46.758
"23893151",5122,residential,Strada Cire?ilor,,B,50,0,F,F,1,1,23.588,46.757
"23893154",5122,residential,Strada Caraiman,,F,50,0,F,F,1,1,23.590,46.757
"23893166",5122,residential,Strada Caisului,,B,50,0,F,F,1,1,23.586,46.756
"23893169",5122,residential,Strada Caisului,,B,50,0,F,F,1,1,23.585,46.756
"23893226",5122,residential,Strada Viilor,,B,50,0,F,F,1,1,23.581,46.758
"23893252",5122,residential,Strada Turturicii,,B,50,0,F,F,1,1,23.582,46.756
"23893258",5141,service,,,B,30,0,F,F,1,1,23.579,46.755
"23893261",5122,residential,Strada Trasc?ului,,B,30,0,F,F,1,1,23.580,46.757
"23893262",5141,service,,,B,0,0,F,F,1,1,23.581,46.757
"23893687",5122,residential,Strada Emil Isac,,F,50,0,F,F,1,1,23.585,46.770
"23893689",5122,residential,Strada Vasile Alecsandri,,F,0,0,F,F,1,1,23.584,46.769
"23893728",5123,living_street,Strada Inocen?iu Micu Klein,,F,0,0,F,F,1,1,23.589,46.768
"23893754",5122,residential,Strada Ion C. Br?tianu,,F,50,0,F,F,1,1,23.592,46.768
"23893810",5113,primary,Bulevardul Eroilor,DN1,F,50,0,F,F,3,2,23.593,46.770
"23893831",5123,living_street,Strada Hermann Oberth,,F,0,0,F,F,1,1,23.593,46.769
"23893843",5124,pedestrian,Strada Matei Corvin,,B,0,0,F,F,1,1,23.588,46.771
"23893975",5113,primary,Strada Regele Ferdinand,DN1F,B,50,0,F,F,3,2,23.588,46.774
"23893976",5113,primary,Strada Horea,DN1F,B,60,0,F,F,3,2,23.587,46.775
"23893983",5113,primary,Strada Horea,DN1F,B,60,1,T,F,3,2,23.588,46.774
"23894006",5113,primary,Pia?a G?rii,DN1F,B,50,0,F,F,3,2,23.585,46.784
"23894010",5113,primary,Podul Locomotivei,DN1F,B,50,1,T,F,3,2,23.582,46.784
"23894012",5141,service,,,F,0,0,F,F,1,1,23.587,46.784
"23894014",5114,secondary,Pia?a G?rii,,F,50,0,F,F,2,1,23.588,46.784
"23894025",5114,secondary,Strada C?ii Ferate,,B,0,0,F,F,2,1,23.591,46.785
"23908712",5114,secondary,Strada Oa?ului,,B,50,0,F,F,2,1,23.597,46.789
"23908718",5114,secondary,Strada Oa?ului,,B,0,1,T,F,2,1,23.598,46.790
"23908733",5114,secondary,Strada Fabricii,,B,50,1,T,F,2,1,23.616,46.792
"23908735",5114,secondary,Strada Fabricii,,B,50,1,T,F,2,1,23.616,46.791
"23908752",5114,secondary,Strada Fabricii,,B,50,0,F,F,2,1,23.614,46.781
"23908774",5114,secondary,Strada Branului,,B,50,0,F,F,2,1,23.646,46.786
"23908778",5114,secondary,Strada Plevnei,,B,50,0,F,F,2,1,23.645,46.787
"23908781",5114,secondary,Bulevardul Muncii,,B,50,0,F,F,2,1,23.646,46.796
"23908783",5114,secondary,Bulevardul Muncii,,B,50,0,F,F,2,1,23.659,46.797
"23908806",5114,secondary,Strada Tudor Vladimirescu,,B,50,1,T,F,2,1,23.560,46.783
"23908960",5122,residential,Strada Parâng,,F,50,0,F,F,1,1,23.552,46.750
"23908979",5122,residential,Strada Bucegi,,B,50,0,F,F,1,1,23.557,46.754
"23908980",5141,service,Strada Parâng,,B,50,0,F,F,1,1,23.552,46.753
"23908989",5115,tertiary,Strada Mehedin?i,,B,50,0,F,F,1,1,23.563,46.752
"23908991",5115,tertiary,Strada Mehedin?i,,B,30,0,F,F,1,1,23.558,46.751
"23908994",5115,tertiary,Strada Mehedin?i,,B,50,0,F,F,1,1,23.561,46.754
"23909000",5115,tertiary,Strada Mehedin?i,,B,30,0,F,F,1,1,23.559,46.753
"23909029",5122,residential,Strada Mogo?oaia,,F,50,0,F,F,1,1,23.561,46.757
"23909031",5122,residential,,,B,50,0,F,F,1,1,23.561,46.757
"23909033",5122,residential,Strada Ion Me?ter,,B,50,0,F,F,1,1,23.562,46.757
"23909037",5122,residential,Strada Ion Me?ter,,F,50,0,F,F,1,1,23.560,46.757
"23909039",5122,residential,Strada Emil Cioran,,B,50,0,F,F,1,1,23.559,46.758
"24283475",5122,residential,Strada Mihai Eminescu,,F,50,0,F,F,1,1,23.579,46.768
"24283483",5122,residential,Strada Sindicatelor,,F,0,0,F,F,1,1,23.583,46.770
"24283514",5115,tertiary,Strada General Dragalina,,B,30,0,F,F,1,1,23.579,46.772
"24283518",5123,living_street,Strada Mamaia,,F,30,0,F,F,1,1,23.580,46.772
"24283522",5114,secondary,Strada General Eremia Grigorescu,,B,50,0,F,F,2,1,23.578,46.771
"24283528",5115,tertiary,Strada General Dragalina,,B,40,0,F,F,1,1,23.584,46.773
"24283548",5115,tertiary,Strada Emil Racovi??,,F,50,0,F,F,1,1,23.587,46.775
"24283559",5115,tertiary,Strada General Dragalina,,F,50,0,F,F,1,1,23.586,46.774
"24283574",5115,tertiary,Strada ?tefan Ludwig Roth,,F,50,0,F,F,1,1,23.586,46.775
"24283591",5113,primary,Strada Ion Luca Caragiale,DN1F,F,50,0,F,F,3,2,23.587,46.783
"24283619",5115,tertiary,Strada Decebal,,B,50,0,F,F,1,1,23.589,46.778
"24283666",5113,primary,Pia?a Unirii,DN1,F,50,0,F,F,3,2,23.590,46.769
"24283694",5113,primary,Strada Milton Lehrer,DN1,F,60,0,F,F,3,2,23.599,46.767
"24283709",5122,residential,Strada Bra?ov,,B,30,0,F,F,1,1,23.605,46.762
"24283715",5114,secondary,Strada Alexandru Boh??iel,,B,50,0,F,F,2,1,23.606,46.762
"24283720",5114,secondary,Strada Beca?,,B,50,0,F,F,2,1,23.612,46.754
"24283740",5122,residential,Strada ?tefan Luchian,,B,50,0,F,F,1,1,23.603,46.751
"24283747",5115,tertiary,Strada Prislop,,B,50,0,F,F,1,1,23.607,46.757
"24283791",5122,residential,Strada P?ltini?,,B,50,0,F,F,1,1,23.608,46.756
"24283793",5122,residential,Strada Drapelului,,B,50,0,F,F,1,1,23.608,46.757
"24283803",5122,residential,Strada M?linului,,B,50,0,F,F,1,1,23.612,46.760
"24283834",5114,secondary,Strada Barbu ?tef?nescu Delavrancea,,B,50,0,F,F,2,1,23.606,46.762
"24283844",5122,residential,Strada Eftimie Murgu,,B,50,0,F,F,1,1,23.601,46.757
"24283862",5122,residential,Strada Septimiu Albini,,B,50,0,F,F,1,1,23.609,46.771
"24283865",5122,residential,Strada Semenicului,,B,50,0,F,F,1,1,23.610,46.773
"24283869",5122,residential,Strada Baladei,,B,30,0,F,F,1,1,23.615,46.775
"24283873",5122,residential,Strada Venus,,B,50,0,F,F,1,1,23.618,46.776
"24283882",5114,secondary,Strada Unirii,,B,50,0,F,F,2,1,23.627,46.768
"24283891",5122,residential,Strada Arie?ului,,F,50,0,F,F,1,1,23.613,46.774
"24283927",5122,residential,Strada Progresului,,B,50,0,F,F,1,1,23.619,46.777
"24283928",5122,residential,Strada Episcop Nicolae Ivan,,F,50,0,F,F,1,1,23.613,46.775
"24283930",5122,residential,Strada In?u,,F,50,0,F,F,1,1,23.616,46.776
"24283939",5122,residential,Strada Pet?fi Sándor,,F,50,0,F,F,1,1,23.606,46.774
"24283971",5115,tertiary,Strada Liviu Rebreanu,,B,50,0,F,F,1,1,23.620,46.765
"24283975",5122,residential,Strada Tache Ionescu,,F,30,0,F,F,1,1,23.609,46.765
"24476957",5124,pedestrian,Strada ?ebei,,B,0,0,F,F,1,1,23.569,46.769
"24479512",5114,secondary,Strada Aurel Vlaicu,DJ105S,F,50,0,F,F,2,1,23.637,46.782
"24479517",5113,primary,Strada Traian Vuia,DN1C,B,50,1,T,F,3,2,23.640,46.782
"24479519",5122,residential,Strada Mikszáth Kálmán,,B,50,0,F,F,1,1,23.604,46.758
"24479523",5122,residential,Strada Nicolae Dr?ganu,,B,50,0,F,F,1,1,23.605,46.754
"24482313",5133,primary_link,,,F,50,0,F,F,3,2,23.543,46.757
"24482319",5114,secondary,Strada Bucium,DJ107R,B,50,1,F,F,2,1,23.542,46.756
"24550928",5114,secondary,Strada Maramure?ului,,B,50,0,F,F,2,1,23.591,46.792
"24550929",5122,residential,Strada Jean Jaures,,F,50,0,F,F,1,1,23.582,46.788
"24550942",5122,residential,Strada Stelu?ei,,B,50,0,F,F,1,1,23.589,46.788
"24550948",5122,residential,Strada Papiu Ilarian,,B,50,0,F,F,1,1,23.586,46.789
"24550950",5122,residential,Strada Colonia Breaza,,B,50,0,F,F,1,1,23.592,46.800
"24550955",5122,residential,Strada Simion Balint,,F,50,0,F,F,1,1,23.582,46.786
"24550959",5122,residential,Strada Sanatoriului,,B,50,0,F,F,1,1,23.577,46.792
"24610655",5122,residential,Strada Govora,,B,50,0,F,F,1,1,23.564,46.760
"24659321",5122,residential,Strada Predeal,,B,50,0,F,F,1,1,23.605,46.759
"24659322",5122,residential,Strada Ady Endre,,B,50,0,F,F,1,1,23.601,46.761
"24659324",5122,residential,Strada Titu Maiorescu,,B,50,0,F,F,1,1,23.606,46.759
"24659338",5122,residential,Strada Alverna,,B,50,0,F,F,1,1,23.611,46.759
"24663551",5122,residential,Strada Ponorului,,B,50,0,F,F,1,1,23.605,46.757
"24663555",5122,residential,Strada Dimitrie Bolintineanu,,B,50,0,F,F,1,1,23.600,46.762
"24663569",5141,service,,,B,50,0,F,F,1,1,23.661,46.779
"24663570",5122,residential,Strada Mo? Ion Roat?,,B,50,0,F,F,1,1,23.667,46.780
"24676337",5122,residential,Strada Anina,,B,50,0,F,F,1,1,23.616,46.784
"24676339",5115,tertiary,Strada Fabricii de Zah?r,,B,50,0,F,F,1,1,23.616,46.781
"24676341",5122,residential,Strada Gr?dinarilor,,B,50,0,F,F,1,1,23.616,46.783
"24676345",5122,residential,Strada Târnavelor,,F,50,0,F,F,1,1,23.625,46.779
"24676375",5141,service,,,B,50,0,F,F,1,1,23.629,46.772
"24676393",5133,primary_link,,,F,50,1,F,F,3,2,23.621,46.780
"24676413",5133,primary_link,,,F,50,0,F,F,3,2,23.620,46.779
"24676425",5133,primary_link,,,F,50,0,F,F,3,2,23.621,46.779
"24676430",5133,primary_link,,,F,50,0,F,F,3,2,23.620,46.779
"24676446",5133,primary_link,Strada Ialomi?ei,,F,50,0,F,F,3,2,23.620,46.780
"24676450",5133,primary_link,,,F,50,0,F,F,3,2,23.620,46.780
"24676457",5113,primary,Strada Aurel Vlaicu,DN1C,B,50,0,F,F,3,2,23.619,46.779
"24676460",5113,primary,Strada Aurel Vlaicu,DN1C,B,50,1,T,F,3,2,23.620,46.779
"24676471",5122,residential,Strada Slatina,,B,50,0,F,F,1,1,23.622,46.779
"24676473",5141,service,,,B,50,0,F,F,1,1,23.627,46.793
"24676477",5141,service,,,B,50,0,F,F,1,1,23.638,46.793
"24676483",5122,residential,Strada Beiu?ului,,B,50,1,T,F,1,1,23.639,46.789
"24676484",5122,residential,Strada Beiu?ului,,B,50,0,F,F,1,1,23.639,46.788
"24676512",5141,service,Strada Fabricii de Zah?r,,B,50,0,F,F,1,1,23.628,46.794
"25199411",5141,service,Aleea Muscel,,B,50,0,F,F,1,1,23.605,46.764
"25199500",5122,residential,Strada Zrínyi Miklós,,B,50,0,F,F,1,1,23.601,46.766
"25199537",5122,residential,Strada Anatole France,,F,50,0,F,F,1,1,23.604,46.765
"25308543",5122,residential,Strada Cometei,,B,50,0,F,F,1,1,23.591,46.754
"25351429",5114,secondary,Calea Dezmirului,,B,50,1,T,F,2,1,23.700,46.780
"25426145",5141,service,,,B,50,0,F,F,1,1,23.647,46.791
"25426160",5141,service,Strada T?b?carilor,,B,50,0,F,F,1,1,23.607,46.788
"25426171",5115,tertiary,Pia?a 1 Mai,,B,50,0,F,F,1,1,23.605,46.786
"25444583",5122,residential,Strada Mihai Veliciu,,F,50,0,F,F,1,1,23.606,46.767
"25486466",5115,tertiary,Strada Giuseppe Garibaldi,,B,50,0,F,F,1,1,23.567,46.769
"25486468",5122,residential,Strada Deva,,F,50,0,F,F,1,1,23.574,46.766
"25486489",5122,residential,Strada Moldovei,,F,50,0,F,F,1,1,23.573,46.765
"25544590",5133,primary_link,,,F,50,0,F,F,3,2,23.542,46.758
"25544598",5122,residential,Strada Petuniei,,B,50,0,F,F,1,1,23.555,46.768
"25544610",5122,residential,Strada Ha?eg,,F,50,0,F,F,1,1,23.560,46.771
"25544619",5114,secondary,Strada Tudor Vladimirescu,,B,50,0,F,F,2,1,23.561,46.782
"25544641",5122,residential,Aleea Profesor Valeriu Bologa,,B,50,0,F,F,1,1,23.629,46.771
"25562468",5141,service,,,B,0,0,F,F,1,1,23.578,46.752
"25609125",5122,residential,Strada Constantin Brâncoveanu,,B,50,0,F,F,1,1,23.610,46.763
"25609132",5122,residential,Strada Alverna,,F,50,0,F,F,1,1,23.614,46.757
"25609134",5122,residential,Strada Or??tiei,,B,50,0,F,F,1,1,23.660,46.781
"25609138",5122,residential,Strada Or??tiei,,B,50,0,F,F,1,1,23.662,46.781
"25669719",5122,residential,Aleea Bizu?a,,B,50,0,F,F,1,1,23.625,46.768
"25717208",5115,tertiary,Strada Paris,,B,50,0,F,F,1,1,23.604,46.786
"25717213",5121,unclassified,Strada Beiu?ului,,B,50,0,F,F,1,1,23.639,46.784
"26030440",5141,service,,,B,50,0,F,F,1,1,23.641,46.792
"26228680",5141,service,,,B,50,0,F,F,1,1,23.546,46.754
"26228725",5122,residential,Strada Grigore Alexandrescu,,B,40,0,F,F,1,1,23.556,46.758
"26228727",5122,residential,Strada Taberei,,B,50,0,F,F,1,1,23.553,46.761
"26228749",5122,residential,Strada Por?ile de Fier,,B,50,0,F,F,1,1,23.556,46.761
"26228752",5122,residential,Aleea Brate?,,F,50,0,F,F,1,1,23.546,46.760
"26228758",5122,residential,Strada Arinilor,,B,50,0,F,F,1,1,23.550,46.762
"26228895",5122,residential,Aleea Brate?,,F,50,0,F,F,1,1,23.548,46.759
"26228912",5122,residential,Strada T??nad,,F,50,0,F,F,1,1,23.547,46.760
"26228919",5141,service,,,B,0,0,F,F,1,1,23.555,46.761
"26228964",5122,residential,Aleea Ciuca?,,B,50,0,F,F,1,1,23.551,46.751
"26228970",5141,service,,,B,0,0,F,F,1,1,23.551,46.751
"26228986",5122,residential,Aleea Gurghiu,,F,50,0,F,F,1,1,23.550,46.751
"26228997",5122,residential,Aleea Putna,,F,50,0,F,F,1,1,23.549,46.752
"26228998",5122,residential,Aleea Cl?bucet,,B,50,0,F,F,1,1,23.544,46.751
"26229007",5141,service,,,B,0,0,F,F,1,1,23.551,46.750
"26229009",5122,residential,Aleea Iezer,,B,50,0,F,F,1,1,23.549,46.750
"26229014",5122,residential,Aleea Meziad,,B,50,0,F,F,1,1,23.548,46.751
"26229028",5141,service,,,B,0,0,F,F,1,1,23.544,46.753
"26229030",5141,service,,,B,0,0,F,F,1,1,23.544,46.752
"26229037",5122,residential,Strada Batozei,,B,50,0,F,F,1,1,23.545,46.756
"26229048",5122,residential,Aleea Padin,,B,30,0,F,F,1,1,23.556,46.758
"26229061",5122,residential,Aleea Peana,,F,50,0,F,F,1,1,23.552,46.755
"26229066",5141,service,Aleea Vidraru,,B,50,0,F,F,1,1,23.562,46.755
"26229068",5122,residential,Aleea Vidraru,,B,50,0,F,F,1,1,23.563,46.754
"26229106",5122,residential,Aleea Cioplea,,B,50,0,F,F,1,1,23.562,46.751
"26229113",5122,residential,Strada Urcu?ului,,F,50,0,F,F,1,1,23.565,46.757
"26229123",5122,residential,Strada Tarni?a,,B,50,0,F,F,1,1,23.565,46.761
"26229134",5122,residential,Strada Firiza,,B,50,0,F,F,1,1,23.562,46.761
"26229135",5122,residential,Strada Firiza,,B,50,0,F,F,1,1,23.563,46.762
"26229468",5114,secondary,Bulevardul 1 Decembrie 1918,DJ107R,B,50,0,F,F,2,1,23.543,46.758
"26229478",5123,living_street,Strada Gavril Muzicescu,,F,50,0,F,F,1,1,23.570,46.769
"26229715",5115,tertiary,Strada Paul Ioan,,B,50,0,F,F,1,1,23.550,46.766
"26229747",5153,footway,,,B,0,0,F,F,1,1,23.542,46.764
"26229855",5122,residential,Aleea Bucura,,F,50,0,F,F,1,1,23.544,46.766
"26352006",5141,service,Strada Colinei,,B,30,0,F,F,1,1,23.537,46.750
"26433063",5115,tertiary,Calea Some?eni,,B,50,0,F,F,1,1,23.638,46.783
"26433064",5115,tertiary,Calea Some?eni,,B,50,0,F,F,1,1,23.638,46.783
"26433067",5141,service,,,B,50,0,F,F,1,1,23.637,46.787
"26433070",5141,service,,,B,50,0,F,F,1,1,23.630,46.792
"26433072",5141,service,,,B,50,0,F,F,1,1,23.632,46.795
"26433086",5121,unclassified,Strada Câmpul Pâinii,,B,50,0,F,F,1,1,23.636,46.784
"26433184",5122,residential,Strada Mecanicilor,,F,50,0,F,F,1,1,23.585,46.783
"26433220",5122,residential,Strada Academician David Prodan,,B,30,0,F,F,1,1,23.589,46.781
"26433229",5114,secondary,Strada Traian,,F,30,0,F,F,2,1,23.591,46.778
"26440887",5122,residential,Strada Rodnei,,B,30,0,F,F,1,1,23.644,46.786
"26440918",5122,residential,Strada Tractori?tilor,,B,50,0,F,F,1,1,23.660,46.788
"26441171",5122,residential,Strada A. D. Xenopol,,B,50,0,F,F,1,1,23.609,46.759
"26441174",5122,residential,Strada Galaxiei,,B,50,0,F,F,1,1,23.608,46.760
"26450352",5115,tertiary,Strada Buftea,,B,50,0,F,F,1,1,23.606,46.778
"26450374",5122,residential,Strada M?gura,,B,50,0,F,F,1,1,23.615,46.783
"26450376",5115,tertiary,Strada Fabricii de Zah?r,,B,50,0,F,F,1,1,23.618,46.782
"26450401",5122,residential,Strada Cometei,,B,30,0,F,F,1,1,23.593,46.753
"26450406",5122,residential,Strada O?etului,,B,50,0,F,F,1,1,23.570,46.765
"26450410",5141,service,,,B,70,0,F,F,1,1,23.591,46.747
"26598858",5122,residential,Aleea Înv???torului,,F,50,0,F,F,1,1,23.598,46.769
"26598924",5122,residential,Strada Ploie?ti,,F,50,0,F,F,1,1,23.593,46.775
"26598953",5115,tertiary,Strada Arge?,,F,30,0,F,F,1,1,23.594,46.774
"26614881",5122,residential,Strada József Attila,,B,50,0,F,F,1,1,23.596,46.761
"26614883",5122,residential,Strada Victor Hugo,,B,50,0,F,F,1,1,23.595,46.763
"26614887",5122,residential,Strada Zaharia Bârsan,,B,50,0,F,F,1,1,23.596,46.763
"26614921",5122,residential,Strada Castanilor,,B,50,0,F,F,1,1,23.574,46.756
"26614937",5153,footway,,,B,0,0,F,F,1,1,23.569,46.757
"26614961",5141,service,,,B,50,0,F,F,1,1,23.556,46.754
"26614964",5141,service,,,B,50,0,F,F,1,1,23.558,46.755
"26614984",5153,footway,,,B,0,0,F,F,1,1,23.561,46.751
"26614986",5122,residential,Aleea Moldoveanu,,B,50,0,F,F,1,1,23.562,46.752
"26614991",5122,residential,Aleea Moldoveanu,,F,50,0,F,F,1,1,23.562,46.753
"26614992",5141,service,Aleea Moldoveanu,,F,50,0,F,F,1,1,23.562,46.753
"26615008",5153,footway,,,B,0,0,F,F,1,1,23.558,46.754
"26615010",5141,service,,,B,0,0,F,F,1,1,23.557,46.754
"26615015",5141,service,,,B,50,0,F,F,1,1,23.558,46.753
"26615018",5141,service,,,B,50,0,F,F,1,1,23.557,46.752
"26615037",5141,service,Strada Robert Koch,,B,50,0,F,F,1,1,23.582,46.756
"26615062",5141,service,,,B,50,0,F,F,1,1,23.584,46.764
"26615174",5122,residential,Strada ?oimului,,B,50,0,F,F,1,1,23.595,46.758
"26615186",5122,residential,Strada Plopilor,,B,50,0,F,F,1,1,23.567,46.763
"26615194",5141,service,Strada Tatra,,B,0,0,F,F,1,1,23.575,46.756
